1002642724	20200905	202009	2020	2020.6712	DEU	ESSEN	DEU																		1	010	010	01	1	0.0	3	1	3	-5.45454545454545	3	Ottawa County, Michigan, United States	US	USMI	MI139	42.95	-86.0006	1623012	0								3	Ottawa County, Michigan, United States	US	USMI		42.95	-86.0006	1623012	20210905144500	https://www.hollandsentinel.com/story/news/politics/county/2021/09/05/county-expecting-lawsuit-over-mask-mandate/5716969001/
1002642725	20200905	202009	2020	2020.6712	DEU	ESSEN	DEU								USA	UNITED STATES	USA								1	010	010	01	1	0.0	1	1	1	-5.45454545454545	3	Ottawa County, Michigan, United States	US	USMI	MI139	42.95	-86.0006	1623012	3	Ottawa County, Michigan, United States	US	USMI		42.95	-86.0006	1623012	3	Ottawa County, Michigan, United States	US	USMI		42.95	-86.0006	1623012	20210905144500	https://www.hollandsentinel.com/story/news/politics/county/2021/09/05/county-expecting-lawsuit-over-mask-mandate/5716969001/
1002642726	20200905	202009	2020	2020.6712	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	1	1	1	-5.45454545454545	3	Ottawa County, Michigan, United States	US	USMI	MI139	42.95	-86.0006	1623012	0								3	Ottawa County, Michigan, United States	US	USMI		42.95	-86.0006	1623012	20210905144500	https://www.hollandsentinel.com/story/news/politics/county/2021/09/05/county-expecting-lawsuit-over-mask-mandate/5716969001/
1002642727	20210806	202108	2021	2021.5918											MDVEDU	MALE	MDV					EDU			0	043	043	04	1	2.8	5	1	5	-2.20440881763527	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20210905144500	https://ph.news.yahoo.com/taliban-order-university-women-wear-131956371.html
1002642728	20210806	202108	2021	2021.5918	IRN	IRAN	IRN								TJK	TAJIKISTAN	TJK								0	040	040	04	1	1.0	2	1	2	2.90697674418605	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	China	CH	CH		35	105	CH	20210905144500	https://www.indiatvnews.com/news/world/pakistan-virtual-meeting-representatives-afghanistan-neighbours-latest-international-updates-731873
1002642729	20210806	202108	2021	2021.5918	IRN	IRAN	IRN								TJK	TAJIKISTAN	TJK								0	040	040	04	1	1.0	2	1	2	2.90697674418605	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Tajikistan	TI	TI		39	71	TI	20210905144500	https://www.indiatvnews.com/news/world/pakistan-virtual-meeting-representatives-afghanistan-neighbours-latest-international-updates-731873
1002642730	20210806	202108	2021	2021.5918	IRN	IRAN	IRN								TJK	TAJIKISTAN	TJK								0	040	040	04	1	1.0	6	1	6	2.90697674418605	1	Iran	IR	IR		32	53	IR	1	Tajikistan	TI	TI		39	71	TI	1	China	CH	CH		35	105	CH	20210905144500	https://www.indiatvnews.com/news/world/pakistan-virtual-meeting-representatives-afghanistan-neighbours-latest-international-updates-731873
1002642731	20210806	202108	2021	2021.5918	IRN	IRAN	IRN								TKM	TURKMENISTAN	TKM								0	040	040	04	1	1.0	2	1	2	2.90697674418605	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Tajikistan	TI	TI		39	71	TI	20210905144500	https://www.indiatvnews.com/news/world/pakistan-virtual-meeting-representatives-afghanistan-neighbours-latest-international-updates-731873
1002642732	20210806	202108	2021	2021.5918	IRN	IRAN	IRN								TKM	TURKMENISTAN	TKM								0	040	040	04	1	1.0	2	1	2	2.90697674418605	1	Iran	IR	IR		32	53	IR	1	Tajikistan	TI	TI		39	71	TI	1	China	CH	CH		35	105	CH	20210905144500	https://www.indiatvnews.com/news/world/pakistan-virtual-meeting-representatives-afghanistan-neighbours-latest-international-updates-731873
1002642733	20210806	202108	2021	2021.5918	IRN	IRAN	IRN								TKM	TURKMENISTAN	TKM								0	040	040	04	1	1.0	6	1	6	2.90697674418605	1	Iran	IR	IR		32	53	IR	1	Turkmenistan	TX	TX		40	60	TX	1	China	CH	CH		35	105	CH	20210905144500	https://www.indiatvnews.com/news/world/pakistan-virtual-meeting-representatives-afghanistan-neighbours-latest-international-updates-731873
